Structure_ID,Latitude,Longitude,HWB_Class,Year_Built,Design_Era,Sa_1s_g,Observed_DS,Obs_Repair_Category,RF_DS,RF_Repair_Category,RF_Repair_Action,RF_Priority,MLP_DS,MLP_Repair_Category,MLP_Repair_Action,MLP_Priority,RF_Correct,MLP_Correct
53 1132,34.27833333,-118.4533333,HWB3,1963,conventional,0.9942,moderate,Needs Repair,moderate,Needs Repair,Plan repair — 6 months,2,moderate,Needs Repair,Plan repair — 6 months,2,1,1
53 1134,34.22666667,-118.3783333,HWB7,1961,conventional,0.4442,none,Safe,moderate,Needs Repair,Plan repair — 6 months,2,none,Safe,No action needed,0,0,1
53 0247,34.155,-118.4383333,HWB3,1960,conventional,0.6969,none,Safe,moderate,Needs Repair,Plan repair — 6 months,2,none,Safe,No action needed,0,0,1
53 1095,34.16833333,-118.6133333,HWB7,1957,conventional,0.5329,moderate,Needs Repair,moderate,Needs Repair,Plan repair — 6 months,2,none,Safe,No action needed,0,1,0
52 0300,34.28166667,-118.6766667,HWB8,1968,conventional,0.6643,moderate,Needs Repair,moderate,Needs Repair,Plan repair — 6 months,2,moderate,Needs Repair,Plan repair — 6 months,2,1,1
53 1984,34.31833333,-118.5,HWB1,1971,conventional,1.261,moderate,Needs Repair,moderate,Needs Repair,Plan repair — 6 months,2,moderate,Needs Repair,Plan repair — 6 months,2,1,1
53 1409,34.22166667,-118.4716667,HWB3,1963,conventional,0.7109,none,Safe,moderate,Needs Repair,Plan repair — 6 months,2,none,Safe,No action needed,0,0,1
53 1371,34.155,-118.4366667,HWB1,1959,conventional,0.6969,moderate,Needs Repair,moderate,Needs Repair,Plan repair — 6 months,2,moderate,Needs Repair,Plan repair — 6 months,2,1,1
53 1355,34.15666667,-118.4283333,HWB15,1959,conventional,0.6969,none,Safe,moderate,Needs Repair,Plan repair — 6 months,2,none,Safe,No action needed,0,0,1
53 1354,34.15666667,-118.4183333,HWB3,1959,conventional,0.6293,none,Safe,moderate,Needs Repair,Plan repair — 6 months,2,none,Safe,No action needed,0,0,1
53 1353,34.15666667,-118.4116667,HWB3,1959,conventional,0.6293,none,Safe,moderate,Needs Repair,Plan repair — 6 months,2,none,Safe,No action needed,0,0,1
53 1896,34.31166667,-118.4333333,HWB5,1969,conventional,0.9298,none,Safe,moderate,Needs Repair,Plan repair — 6 months,2,moderate,Needs Repair,Plan repair — 6 months,2,0,0
53 1897,34.30166667,-118.42,HWB5,1969,conventional,0.7886,none,Safe,moderate,Needs Repair,Plan repair — 6 months,2,none,Safe,No action needed,0,0,1
53 1925,34.32,-118.4416667,HWB5,1969,conventional,0.9887,moderate,Needs Repair,moderate,Needs Repair,Plan repair — 6 months,2,moderate,Needs Repair,Plan repair — 6 months,2,1,1
53 1348,34.21666667,-118.4716667,HWB3,1963,conventional,0.7109,none,Safe,moderate,Needs Repair,Plan repair — 6 months,2,none,Safe,No action needed,0,0,1
53 2498,34.26666667,-118.58,HWB6,1980,seismic,0.6908,moderate,Needs Repair,moderate,Needs Repair,Plan repair — 6 months,2,none,Safe,No action needed,0,1,0
53 1344,34.155,-118.3766667,HWB5,1962,conventional,0.5065,moderate,Needs Repair,moderate,Needs Repair,Plan repair — 6 months,2,moderate,Needs Repair,Plan repair — 6 months,2,1,1
53 1340,34.15666667,-118.4033333,HWB3,1959,conventional,0.5574,none,Safe,moderate,Needs Repair,Plan repair — 6 months,2,none,Safe,No action needed,0,0,1
53 1339,34.15333333,-118.3733333,HWB1,1959,conventional,0.4736,moderate,Needs Repair,moderate,Needs Repair,Plan repair — 6 months,2,moderate,Needs Repair,Plan repair — 6 months,2,1,1
53 1338,34.15333333,-118.38,HWB3,1959,conventional,0.5065,none,Safe,moderate,Needs Repair,Plan repair — 6 months,2,none,Safe,No action needed,0,0,1
53 1337,34.15666667,-118.4016667,HWB28,1959,conventional,0.5574,moderate,Needs Repair,moderate,Needs Repair,Plan repair — 6 months,2,moderate,Needs Repair,Plan repair — 6 months,2,1,1
53 1336,34.15333333,-118.3783333,HWB15,1959,conventional,0.5065,moderate,Needs Repair,moderate,Needs Repair,Plan repair — 6 months,2,moderate,Needs Repair,Plan repair — 6 months,2,1,1
53 1345,34.15333333,-118.3733333,HWB5,1962,conventional,0.4736,moderate,Needs Repair,moderate,Needs Repair,Plan repair — 6 months,2,moderate,Needs Repair,Plan repair — 6 months,2,1,1
53 0848,34.335,-118.505,HWB3,1955,conventional,1.172,moderate,Needs Repair,moderate,Needs Repair,Plan repair — 6 months,2,moderate,Needs Repair,Plan repair — 6 months,2,1,1
53 2117,34.27666667,-118.3916667,HWB4,1980,seismic,0.6076,moderate,Needs Repair,moderate,Needs Repair,Plan repair — 6 months,2,none,Safe,No action needed,0,1,0
53 1568,34.03666667,-118.3166667,HWB5,1962,conventional,0.2262,none,Safe,slight,Needs Repair,Schedule inspection,1,none,Safe,No action needed,0,0,1
53 1133,34.29333333,-118.4683333,HWB3,1963,conventional,1.021,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,1,1
53 1349,34.05333333,-118.2133333,HWB5,1959,conventional,0.2093,none,Safe,slight,Needs Repair,Schedule inspection,1,none,Safe,No action needed,0,0,1
53 1569,34.03666667,-118.3216667,HWB5,1962,conventional,0.2262,none,Safe,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,0,0
53 1350,34.05666667,-118.2116667,HWB5,1960,conventional,0.2093,none,Safe,slight,Needs Repair,Schedule inspection,1,none,Safe,No action needed,0,0,1
53 1326,34.055,-118.2133333,HWB3,1959,conventional,0.2093,none,Safe,slight,Needs Repair,Schedule inspection,1,none,Safe,No action needed,0,0,1
53 1316,34.05666667,-118.2133333,HWB7,1959,conventional,0.2093,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,1,1
53 1359,34.04,-118.2183333,HWB3,1961,conventional,0.1915,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,1,1
53 1362,34.185,-118.4733333,HWB5,1963,conventional,0.667,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,1,1
53 1317,34.06,-118.215,HWB5,1959,conventional,0.2259,moderate,Needs Repair,slight,Needs Repair,Schedule inspection,1,none,Safe,No action needed,0,0,0
53 1570,34.035,-118.325,HWB5,1962,conventional,0.2858,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,1,1
53 1571,34.035,-118.33,HWB3,1962,conventional,0.2858,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,none,Safe,No action needed,0,1,0
53 1567,34.03666667,-118.3116667,HWB5,1962,conventional,0.2262,none,Safe,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,0,0
53 1579,34.03666667,-118.37,HWB7,1964,conventional,0.42,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,none,Safe,No action needed,0,1,0
53 1414,34.095,-118.2516667,HWB3,1962,conventional,0.2652,none,Safe,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,0,0
53 1411,34.07166667,-118.2166667,HWB5,1960,conventional,0.2259,none,Safe,slight,Needs Repair,Schedule inspection,1,none,Safe,No action needed,0,0,1
53 1373,34.07333333,-118.2183333,HWB5,1960,conventional,0.2259,none,Safe,slight,Needs Repair,Schedule inspection,1,none,Safe,No action needed,0,0,1
53 1374,34.07833333,-118.22,HWB28,1962,conventional,0.2152,none,Safe,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,0,0
53 1584,34.035,-118.355,HWB8,1964,conventional,0.3795,none,Safe,slight,Needs Repair,Schedule inspection,1,none,Safe,No action needed,0,0,1
53 1115,34.30333333,-118.4783333,HWB5,1963,conventional,1.009,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,1,1
53 0200,34.18,-118.315,HWB3,1959,conventional,0.3072,none,Safe,slight,Needs Repair,Schedule inspection,1,none,Safe,No action needed,0,0,1
53 1586,34.035,-118.3483333,HWB4,1964,conventional,0.3795,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,1,1
53 1587,34.035,-118.3433333,HWB7,1964,conventional,0.3795,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,1,1
53 1117,34.22666667,-118.38,HWB3,1961,conventional,0.4442,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,1,1
53 1728,34.44666667,-118.4933333,HWB8,1981,seismic,0.5792,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,1,1
53 1325,34.055,-118.2133333,HWB5,1959,conventional,0.2093,none,Safe,slight,Needs Repair,Schedule inspection,1,none,Safe,No action needed,0,0,1
53 1572,34.035,-118.3366667,HWB5,1962,conventional,0.2858,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,1,1
53 1280,34.15333333,-118.3366667,HWB5,1962,conventional,0.4167,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,1,1
53 1279,34.155,-118.3366667,HWB5,1962,conventional,0.4167,none,Safe,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,0,0
53 1278,34.155,-118.34,HWB5,1962,conventional,0.4167,none,Safe,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,0,0
53 1307,34.27666667,-118.4533333,HWB7,1967,conventional,0.9942,none,Safe,slight,Needs Repair,Schedule inspection,1,none,Safe,No action needed,0,0,1
53 1459,34.05833333,-118.1633333,HWB3,1960,conventional,0.1796,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,1,1
53 1333,34.05666667,-118.2133333,HWB5,1959,conventional,0.2093,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,1,1
53 1272,34.15166667,-118.3683333,HWB5,1962,conventional,0.4736,none,Safe,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,0,0
53 1498,34.25,-118.4716667,HWB5,1963,conventional,0.8811,none,Safe,slight,Needs Repair,Schedule inspection,1,moderate,Needs Repair,Plan repair — 6 months,2,0,0
53 1500,34.25666667,-118.4716667,HWB5,1963,conventional,0.8811,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,1,1
53 1250,33.96666667,-118.37,HWB5,1961,conventional,0.2192,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,none,Safe,No action needed,0,1,0
53 1332,34.05666667,-118.2133333,HWB5,1959,conventional,0.2093,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,none,Safe,No action needed,0,1,0
53 1281,34.15333333,-118.3333333,HWB5,1962,conventional,0.4167,none,Safe,slight,Needs Repair,Schedule inspection,1,none,Safe,No action needed,0,0,1
53 1287,34.155,-118.29,HWB3,1962,conventional,0.3342,none,Safe,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,0,0
53 1329,34.05666667,-118.2133333,HWB5,1959,conventional,0.2093,none,Safe,slight,Needs Repair,Schedule inspection,1,none,Safe,No action needed,0,0,1
53 1288,34.195,-118.6416667,HWB3,1961,conventional,0.4645,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,1,1
53 1023,34.15,-118.1833333,HWB3,1955,conventional,0.064,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,1,1
53 2346,34.26666667,-118.4383333,HWB6,1976,seismic,0.7417,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,1,1
53 1181,34.12333333,-118.27,HWB3,1957,conventional,0.3514,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,1,1
53 1180,34.12333333,-118.27,HWB5,1957,conventional,0.3514,none,Safe,slight,Needs Repair,Schedule inspection,1,none,Safe,No action needed,0,0,1
53 1331,34.05666667,-118.215,HWB3,1959,conventional,0.2093,none,Safe,slight,Needs Repair,Schedule inspection,1,none,Safe,No action needed,0,0,1
53 0302,34.27833333,-118.4333333,HWB7,1925,conventional,0.8375,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,1,1
53 1068,34.11166667,-118.2633333,HWB5,1961,conventional,0.3514,none,Safe,slight,Needs Repair,Schedule inspection,1,none,Safe,No action needed,0,0,1
53 1087,34.18,-118.31,HWB3,1959,conventional,0.3072,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,1,1
53 1088,34.18333333,-118.3116667,HWB5,1959,conventional,0.3072,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,none,Safe,No action needed,0,1,0
53 1312,34.06166667,-118.215,HWB5,1959,conventional,0.2259,moderate,Needs Repair,slight,Needs Repair,Schedule inspection,1,moderate,Needs Repair,Plan repair — 6 months,2,0,1
53 1330,34.05666667,-118.215,HWB5,1959,conventional,0.2093,none,Safe,slight,Needs Repair,Schedule inspection,1,none,Safe,No action needed,0,0,1
53 1314,34.05,-118.2133333,HWB5,1959,conventional,0.2093,none,Safe,slight,Needs Repair,Schedule inspection,1,none,Safe,No action needed,0,0,1
53 1304,34.04333333,-118.215,HWB5,1960,conventional,0.2093,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,1,1
53 1589,34.035,-118.3233333,HWB5,1964,conventional,0.2262,none,Safe,slight,Needs Repair,Schedule inspection,1,none,Safe,No action needed,0,0,1
53 1590,34.03666667,-118.32,HWB5,1964,conventional,0.2262,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,none,Safe,No action needed,0,1,0
53 2201,34.40333333,-118.455,HWB8,1972,conventional,0.5779,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,1,1
53 1644,34.165,-118.465,HWB8,1966,conventional,0.6947,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,1,1
53 1623,34.03166667,-118.43,HWB5,1963,conventional,0.443,none,Safe,slight,Needs Repair,Schedule inspection,1,none,Safe,No action needed,0,0,1
53 1854,33.98833333,-118.4,HWB1,1967,conventional,0.2732,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,1,1
53 2066,34.4,-118.4733333,HWB6,1972,conventional,0.6245,none,Safe,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,0,0
53 2029,34.41,-118.4466667,HWB8,1972,conventional,0.6845,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,1,1
53 2033,34.53666667,-118.0333333,HWB1,1967,conventional,0.1653,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,1,1
53 2186,34.26666667,-118.4383333,HWB7,1969,conventional,0.7417,none,Safe,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,0,0
53 2166,34.40333333,-118.455,HWB4,1972,conventional,0.5779,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,1,1
53 2076,34.37666667,-118.495,HWB3,1972,conventional,0.8423,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,none,Safe,No action needed,0,1,0
53 1796,34.34166667,-118.5216667,HWB5,1967,conventional,1.025,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,1,1
53 2171,34.40333333,-118.46,HWB8,1972,conventional,0.6245,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,1,1
53 0527,34.10166667,-118.2483333,HWB3,1961,conventional,0.2652,none,Safe,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,0,0
53 1898,34.3,-118.4166667,HWB4,1969,conventional,0.7886,none,Safe,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,0,0
53 2211,34.26666667,-118.4716667,HWB6,1977,seismic,1.109,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,1,1
53 1501,34.265,-118.4716667,HWB5,1963,conventional,1.109,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,1,1
53 0068,34.04,-118.56,HWB5,1979,seismic,0.1299,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,1,1
53 2054,34.06166667,-118.1666667,HWB2,1972,conventional,0.1668,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,1,1
53 1792,34.36333333,-118.5533333,HWB16,1967,conventional,0.9954,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,1,1
53 1790,34.15166667,-118.275,HWB6,1967,conventional,0.3342,slight,Needs Repair,slight,Needs Repair,Schedule inspection,1,slight,Needs Repair,Schedule inspection,1,1,1
53 0368,34.06333333,-118.215,HWB3,1960,conventional,0.2259,moderate,Needs Repair,slight,Needs Repair,Schedule inspection,1,none,Safe,No action needed,0,0,0
53 2673,34.05333333,-118.2266667,HWB2,1989,seismic,0.2534,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2674,33.91666667,-118.0783333,HWB5,1954,conventional,0.1514,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2686,33.925,-118.37,HWB6,1989,seismic,0.1567,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2671,33.85833333,-118.285,HWB4,1985,seismic,0.1094,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2062,34.05666667,-118.2,HWB6,1972,conventional,0.2088,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2670,33.85833333,-118.2833333,HWB2,1985,seismic,0.1094,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2669,33.875,-118.2833333,HWB6,1985,seismic,0.1171,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2063,34.05666667,-118.2,HWB2,1972,conventional,0.2088,none,Safe,none,Safe,No action needed,0,slight,Needs Repair,Schedule inspection,1,1,0
53 2668,33.87166667,-118.2833333,HWB6,1985,seismic,0.1171,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2667,33.87333333,-118.285,HWB4,1985,seismic,0.1171,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2665,33.87333333,-118.2833333,HWB2,1985,seismic,0.1171,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2683,33.93166667,-118.2966667,HWB6,1987,seismic,0.1399,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2045,34.14833333,-118.0866667,HWB28,1976,seismic,0.1392,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2709,33.94333333,-118.395,HWB8,1983,seismic,0.2118,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2055,34.06166667,-118.17,HWB2,1972,conventional,0.1668,slight,Needs Repair,none,Safe,No action needed,0,slight,Needs Repair,Schedule inspection,1,0,1
53 2708,33.87166667,-118.1,HWB5,1966,conventional,0.1428,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2056,34.06166667,-118.1716667,HWB2,1972,conventional,0.1668,none,Safe,none,Safe,No action needed,0,slight,Needs Repair,Schedule inspection,1,1,0
53 2706,33.91833333,-118.1033333,HWB6,1992,seismic,0.1401,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2705,33.91833333,-118.1033333,HWB4,1992,seismic,0.1401,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2704,33.905,-118.105,HWB2,1987,seismic,0.1419,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2666,33.875,-118.2833333,HWB6,1985,seismic,0.1171,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2700,33.91333333,-118.1016667,HWB2,1992,seismic,0.1401,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2699,33.90166667,-118.1016667,HWB6,1992,seismic,0.1419,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2698,33.915,-118.11,HWB6,1987,seismic,0.1364,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2697,33.915,-118.11,HWB6,1987,seismic,0.1364,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2695,33.93333333,-118.395,HWB4,1982,seismic,0.1971,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2058,34.27833333,-118.6083333,HWB6,1968,conventional,0.6133,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2693,34.15166667,-118.2233333,HWB6,1978,seismic,0.1327,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2691,34.205,-118.2183333,HWB5,1972,conventional,0.0661,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2690,34.205,-118.2183333,HWB5,1972,conventional,0.0661,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2703,33.91,-118.1016667,HWB6,1990,seismic,0.1401,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2094,34.37666667,-118.4916667,HWB15,1969,conventional,0.8423,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2095,34.27333333,-118.4283333,HWB6,1976,seismic,0.7417,moderate,Needs Repair,none,Safe,No action needed,0,none,Safe,No action needed,0,0,0
53 2573,33.91333333,-118.125,HWB6,1989,seismic,0.1364,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2572,33.91333333,-118.1283333,HWB6,1989,seismic,0.135,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
53 2570,33.91333333,-118.1333333,HWB6,1989,seismic,0.135,none,Safe,none,Safe,No action needed,0,none,Safe,No action needed,0,1,1
